date,close,r
6/1/2018,969.15,0.0231
5/31/2018,947.31,0.0312
5/30/2018,918.64,-0.0068
5/29/2018,924.9,0.0300
5/28/2018,898,-0.0409
5/25/2018,936.32,-0.0252
5/24/2018,960.55,-0.0082
5/23/2018,968.54,0.0100
5/22/2018,958.95,-0.0384
5/21/2018,997.21,-0.0245
5/18/2018,"1,022.21",0.0150
5/17/2018,"1,007.09",-0.0263
5/16/2018,"1,034.30",-0.0201
5/15/2018,"1,055.49",0.0038
5/14/2018,"1,051.45",0.0200
5/11/2018,"1,030.79",0.0109
5/10/2018,"1,019.69",-0.0255
5/9/2018,"1,046.39",-0.0014
5/8/2018,"1,047.83",-0.0002
5/7/2018,"1,048.03",0.0367
5/4/2018,"1,010.89",0.0005
5/3/2018,"1,010.35",-0.0025
5/2/2018,"1,012.84",-0.0147
4/27/2018,"1,027.97",0.0088
4/26/2018,"1,018.97",-0.0332
4/24/2018,"1,053.99",-0.0013
4/23/2018,"1,055.37",-0.0313
4/20/2018,"1,089.45",0.0219
4/19/2018,"1,066.09",-0.0445
4/18/2018,"1,115.70",-0.0129
4/17/2018,"1,130.32",0.0020
4/16/2018,"1,128.03",-0.0054
4/13/2018,"1,134.21",-0.0081
4/12/2018,"1,143.50",0.0055
4/11/2018,"1,137.20",-0.0264
4/10/2018,"1,168.06",-0.0082
4/9/2018,"1,177.68",0.0028
4/6/2018,"1,174.37",0.0045
4/5/2018,"1,169.12",0.0029
4/4/2018,"1,165.75",0.0041
4/3/2018,"1,160.97",-0.0087
4/2/2018,"1,171.21",0.0157
3/30/2018,"1,153.08",0.0073
3/29/2018,"1,144.74",-0.0055
3/28/2018,"1,151.09",0.0007
3/27/2018,"1,150.30",0.0031
3/26/2018,"1,146.73",0.0158
3/23/2018,"1,128.93",-0.0137
3/22/2018,"1,144.58",-0.0023
3/21/2018,"1,147.26",0.0115
3/20/2018,"1,134.19",0.0035
3/19/2018,"1,130.26",0.0156
3/16/2018,"1,112.93",0.0024
3/15/2018,"1,110.26",-0.0043
3/14/2018,"1,115.00",0.0033
3/13/2018,"1,111.38",0.0040
3/12/2018,"1,106.97",0.0004
3/9/2018,"1,106.54",0.0014
3/8/2018,"1,105.03",0.0118
3/7/2018,"1,092.17",-0.0101
3/6/2018,"1,103.31",0.0208
3/5/2018,"1,080.83",-0.0236
3/2/2018,"1,106.92",0.0010
3/1/2018,"1,105.84",-0.0022
2/28/2018,"1,108.23",0.0019
2/27/2018,"1,106.09",0.0058
2/26/2018,"1,099.71",0.0089
2/23/2018,"1,089.96",0.0241
2/22/2018,"1,064.28",-0.0104
2/21/2018,"1,075.47",0.0203
2/13/2018,"1,054.09",0.0187
2/12/2018,"1,034.76",0.0381
2/9/2018,996.77,-0.0166
2/8/2018,"1,013.56",-0.0168
2/7/2018,"1,030.91",0.0230
2/6/2018,"1,007.72",-0.0264
2/5/2018,"1,035.02",-0.0508
2/2/2018,"1,090.40",0.0032
2/1/2018,"1,086.90",-0.0082
1/31/2018,"1,095.90",-0.0030
1/30/2018,"1,099.16",0.0022
1/29/2018,"1,096.78",-0.0069
1/26/2018,"1,104.42",0.0081
1/25/2018,"1,095.52",0.0118
1/23/2018,"1,082.71",0.0000
1/22/2018,"1,082.71",0.0278
1/19/2018,"1,053.47",0.0047
1/18/2018,"1,048.56",0.0180
1/17/2018,"1,030.00",-0.0299
1/16/2018,"1,061.78",-0.0013
1/15/2018,"1,063.11",0.0126
1/12/2018,"1,049.86",0.0025
1/11/2018,"1,047.20",0.0072
1/10/2018,"1,039.70",0.0001
1/9/2018,"1,039.64",0.0158
1/8/2018,"1,023.50",0.0156
1/5/2018,"1,007.73",-0.0063
1/4/2018,"1,014.15",0.0094
1/3/2018,"1,004.66",0.0120
1/2/2018,992.72,0.0176
12/29/2017,975.52,0.0089
12/28/2017,966.91,0.0093
12/27/2017,958.02,0.0024
12/26/2017,955.73,0.0068
12/25/2017,949.28,0.0036
12/22/2017,945.88,0.0100
12/21/2017,936.53,-0.0129
12/20/2017,948.78,0.0012
12/19/2017,947.62,-0.0034
12/18/2017,950.81,0.0260
12/15/2017,926.7,-0.0016
12/14/2017,928.21,0.0163
12/13/2017,913.33,-0.0016
12/12/2017,914.82,0.0072
12/11/2017,908.29,-0.0236
12/8/2017,930.25,0.0016
12/7/2017,928.74,-0.0110
12/6/2017,939.06,-0.0053
12/5/2017,944.07,-0.0231
12/4/2017,966.44,0.0147
12/1/2017,952.46,0.0100
11/30/2017,943.05,-0.0037
11/29/2017,946.55,0.0116
11/28/2017,935.74,0.0052
11/27/2017,930.9,0.0051
11/24/2017,926.21,0.0036
11/23/2017,922.92,0.0008
11/22/2017,922.18,0.0128
11/21/2017,910.54,0.0125
11/20/2017,899.31,0.0134
11/17/2017,887.41,-0.0029
11/16/2017,890.01,0.0142
11/15/2017,877.58,0.0075
11/14/2017,871.08,0.0034
11/13/2017,868.11,0.0111
11/10/2017,858.55,0.0064
11/9/2017,853.05,-0.0006
11/8/2017,853.57,0.0089
11/7/2017,846.03,0.0015
11/6/2017,844.73,0.0056
11/3/2017,840.04,0.0150
11/2/2017,827.66,-0.0092
11/1/2017,835.38,0.0045
10/31/2017,831.62,-0.0070
10/30/2017,837.52,0.0031
10/27/2017,834.91,0.0151
10/26/2017,822.53,0.0013
10/25/2017,821.45,0.0076
10/24/2017,815.24,0.0073
10/23/2017,809.36,-0.0057
10/20/2017,813.99,-0.0042
10/19/2017,817.39,0.0007
10/18/2017,816.84,-0.0020
10/17/2017,818.48,0.0082
10/16/2017,811.85,-0.0044
10/13/2017,815.47,0.0073
10/12/2017,809.6,0.0034
10/11/2017,806.83,0.0019
10/10/2017,805.3,0.0048
10/9/2017,801.49,0.0013
10/6/2017,800.42,0.0038
10/5/2017,797.42,0.0021
10/4/2017,795.76,0.0111
10/3/2017,787.02,-0.0047
10/2/2017,790.7,-0.0025
9/29/2017,792.72,0.0025
9/28/2017,790.75,0.0031
9/27/2017,788.31,-0.0035
9/26/2017,791.05,0.0015
9/25/2017,789.89,0.0002
9/22/2017,789.7,0.0042
9/21/2017,786.41,-0.0051
9/20/2017,790.48,-0.0028
9/19/2017,792.68,-0.0013
9/18/2017,793.7,0.0053
9/15/2017,789.49,0.0001
9/14/2017,789.41,0.0038
9/13/2017,786.43,0.0050
9/12/2017,782.54,0.0038
9/11/2017,779.58,-0.0066
9/8/2017,784.74,0.0071
9/7/2017,779.2,0.0029
9/6/2017,776.97,-0.0001
9/5/2017,777.02,0.0038
9/1/2017,774.06,0.0052
8/31/2017,770.08,0.0072
8/30/2017,764.57,0.0132
8/29/2017,754.59,-0.0045
8/28/2017,758.02,0.0092
8/25/2017,751.14,0.0046
8/24/2017,747.72,0.0062
8/23/2017,743.1,0.0066
8/22/2017,738.2,-0.0073
8/21/2017,743.66,-0.0009
8/18/2017,744.3,0.0015
8/17/2017,743.2,-0.0082
8/16/2017,749.37,0.0044
8/15/2017,746.07,-0.0071
8/14/2017,751.39,0.0086
8/11/2017,744.99,0.0021
8/10/2017,743.42,0.0028
8/9/2017,741.36,-0.0225
8/8/2017,758.42,-0.0061
8/7/2017,763.08,0.0022
8/4/2017,761.44,0.0047
8/3/2017,757.88,0.0024
8/2/2017,756.04,-0.0031
8/1/2017,758.36,0.0028
7/31/2017,756.24,0.0085
7/28/2017,749.86,0.0083
7/27/2017,743.7,-0.0028
7/26/2017,745.79,0.0107
7/25/2017,737.93,0.0115
7/24/2017,729.54,0.0015
7/21/2017,728.47,-0.0111
7/20/2017,736.64,-0.0015
7/19/2017,737.77,-0.0048
7/18/2017,741.32,-0.0057
7/17/2017,745.59,-0.0189
7/14/2017,759.97,-0.0018
7/13/2017,761.36,0.0050
7/12/2017,757.57,0.0064
7/11/2017,752.75,0.0026
7/10/2017,750.79,-0.0142
7/7/2017,761.61,-0.0116
7/6/2017,770.58,0.0061
7/5/2017,765.87,0.0026
7/4/2017,763.92,-0.0025
7/3/2017,765.8,0.0005
6/30/2017,765.41,0.0055
6/29/2017,761.21,0.0054
6/28/2017,757.1,0.0027
6/27/2017,755.07,-0.0075
6/26/2017,760.8,0.0034
6/23/2017,758.24,0.0004
6/22/2017,757.94,-0.0025
6/21/2017,759.84,0.0002
6/20/2017,759.67,0.0029
6/19/2017,757.5,0.0099
6/16/2017,750.07,0.0047
6/15/2017,746.59,0.0014
6/14/2017,745.53,0.0056
6/13/2017,741.39,0.0061
6/12/2017,736.86,-0.0045
6/9/2017,740.2,0.0036
6/8/2017,737.52,0.0005
6/7/2017,737.18,0.0061
6/6/2017,732.69,0.0152
6/5/2017,721.74,0.0047
6/2/2017,718.33,-0.0020
6/1/2017,719.76,0.0089
5/31/2017,713.43,0.0027
5/30/2017,711.48,-0.0149
5/29/2017,722.26,0.0047
5/26/2017,718.87,0.0034
5/25/2017,716.4,-0.0026
5/24/2017,718.28,0.0136
5/23/2017,708.62,-0.0032
5/22/2017,710.86,0.0126
5/19/2017,702.03,0.0097
5/18/2017,695.3,-0.0015
5/17/2017,696.37,0.0050
5/16/2017,692.91,-0.0033
5/15/2017,695.22,0.0063
5/12/2017,690.84,-0.0003
5/11/2017,691.02,0.0007
5/10/2017,690.53,0.0036
5/9/2017,688.08,0.0102
5/8/2017,681.11,-0.0045
5/5/2017,684.17,-0.0031
5/4/2017,686.29,0.0019
5/3/2017,684.99,0.0066
4/28/2017,680.49,-0.0013
4/27/2017,681.36,0.0116
4/26/2017,673.53,0.0074
4/25/2017,668.58,0.0022
4/24/2017,667.08,-0.0082
4/21/2017,672.6,-0.0025
4/20/2017,674.3,-0.0079
4/19/2017,679.69,0.0059
4/18/2017,675.71,0.0096
4/17/2017,669.31,-0.0135
4/14/2017,678.45,-0.0135
4/13/2017,687.72,-0.0068
4/12/2017,692.4,-0.0079
4/11/2017,697.93,0.0017
4/10/2017,696.72,-0.0013
4/7/2017,697.62,0.0095
4/5/2017,691.07,-0.0114
4/4/2017,699.07,0.0034
4/3/2017,696.73,0.0051
3/31/2017,693.22,0.0010
3/30/2017,692.5,0.0038
3/29/2017,689.91,0.0023
3/28/2017,688.31,-0.0075
3/27/2017,693.49,0.0025
3/24/2017,691.76,0.0035
3/23/2017,689.32,0.0168
3/22/2017,677.96,-0.0025
3/21/2017,679.69,0.0054
3/20/2017,676.02,0.0115
3/17/2017,668.35,0.0004
3/16/2017,668.07,0.0068
3/15/2017,663.57,-0.0028
3/14/2017,665.46,0.0042
3/13/2017,662.67,-0.0012
3/10/2017,663.49,-0.0012
3/9/2017,664.3,0.0027
3/8/2017,662.48,0.0039
3/7/2017,659.9,0.0020
3/6/2017,658.61,0.0028
3/3/2017,656.77,0.0046
3/2/2017,653.76,-0.0034
3/1/2017,655.99,-0.0030
2/28/2017,657.95,-0.0124
2/27/2017,666.22,0.0067
2/24/2017,661.81,-0.0084
2/23/2017,667.42,-0.0018
2/22/2017,668.61,-0.0043
2/21/2017,671.52,0.0059
2/20/2017,667.56,-0.0008
2/17/2017,668.1,0.0006
2/16/2017,667.72,-0.0020
2/15/2017,669.08,0.0085
2/14/2017,663.43,0.0011
2/13/2017,662.68,0.0059
2/10/2017,658.78,-0.0001
2/9/2017,658.83,0.0013
2/8/2017,657.97,0.0023
2/7/2017,656.48,0.0037
2/6/2017,654.03,0.0044
2/3/2017,651.18,-0.0028
2/2/2017,652.98,0.0127
1/25/2017,644.79,0.0086
1/24/2017,639.32,0.0061
1/23/2017,635.42,0.0018
1/20/2017,634.28,0.0052
1/19/2017,631,-0.0033
1/18/2017,633.1,-0.0070
1/17/2017,637.54,0.0076
1/16/2017,632.7,-0.0115
1/13/2017,640.07,-0.0034
1/12/2017,642.25,-0.0018
1/11/2017,643.39,0.0063
1/10/2017,639.36,0.0015
1/9/2017,638.4,0.0032
1/6/2017,636.34,0.0024
1/5/2017,634.83,0.0034
1/4/2017,632.7,-0.0019
1/3/2017,633.89,0.0090
12/30/2016,628.21,0.0020
12/29/2016,626.95,0.0034
12/28/2016,624.83,0.0022
12/27/2016,623.46,0.0028
12/26/2016,621.73,0.0016
12/23/2016,620.75,0.0039
12/22/2016,618.35,-0.0001
12/21/2016,618.43,0.0027
12/20/2016,616.74,-0.0114
12/19/2016,623.85,0.0045
12/16/2016,621.04,0.0127
12/15/2016,613.25,-0.0033
12/14/2016,615.26,0.0141
12/13/2016,606.71,-0.0100
12/12/2016,612.83,-0.0110
12/9/2016,619.64,0.0003
12/8/2016,619.45,0.0072
12/7/2016,615,-0.0020
12/6/2016,616.26,-0.0145
12/5/2016,625.32,-0.0069
12/2/2016,629.64,-0.0030
12/1/2016,631.55,-0.0005
11/30/2016,631.89,0.0098
11/29/2016,625.78,-0.0077
11/28/2016,630.62,-0.0198
11/25/2016,643.38,-0.0063
11/24/2016,647.47,-0.0002
11/23/2016,647.59,0.0059
11/22/2016,643.76,0.0077
11/21/2016,638.87,0.0071
11/18/2016,634.35,-0.0026
11/17/2016,636.02,-0.0042
11/16/2016,638.72,0.0019
11/15/2016,637.51,0.0053
11/14/2016,634.13,-0.0123
11/11/2016,642,0.0002
11/10/2016,641.9,0.0102
11/9/2016,635.42,-0.0103
11/8/2016,642.01,0.0033
11/7/2016,639.91,0.0117
11/4/2016,632.54,-0.0004
11/3/2016,632.81,-0.0059
11/2/2016,636.54,-0.0101
11/1/2016,643.05,-0.0018
10/31/2016,644.22,-0.0078
10/28/2016,649.27,0.0079
10/27/2016,644.18,0.0037
10/26/2016,641.81,-0.0048
10/25/2016,644.91,-0.0052
10/24/2016,648.29,-0.0105
10/21/2016,655.17,-0.0030
10/20/2016,657.15,-0.0034
10/19/2016,659.39,0.0093
10/18/2016,653.32,0.0044
10/17/2016,650.46,-0.0108
10/14/2016,657.59,-0.0011
10/13/2016,658.29,0.0077
10/12/2016,653.25,-0.0025
10/11/2016,654.88,0.0118
10/10/2016,647.25,-0.0156
10/7/2016,657.54,-0.0084
10/6/2016,663.12,-0.0013
10/5/2016,663.95,0.0031
10/4/2016,661.89,-0.0008
10/3/2016,662.42,-0.0090
9/30/2016,668.44,-0.0028
9/29/2016,670.3,0.0017
9/28/2016,669.17,-0.0030
9/27/2016,671.21,0.0077
9/26/2016,666.1,0.0027
9/23/2016,664.31,0.0030
9/22/2016,662.31,0.0074
9/21/2016,657.44,0.0058
9/20/2016,653.66,0.0074
9/19/2016,648.83,0.0148
9/16/2016,639.37,-0.0088
9/15/2016,645.02,-0.0030
9/14/2016,646.93,-0.0075
9/13/2016,651.8,0.0003
9/12/2016,651.63,-0.0107
9/9/2016,658.66,-0.0009
9/8/2016,659.25,0.0068
9/7/2016,654.79,-0.0019
9/6/2016,656.02,0.0014
9/5/2016,655.08,-0.0061
9/1/2016,659.09,-0.0093
8/31/2016,665.25,0.0061
8/30/2016,661.2,0.0076
8/29/2016,656.23,-0.0007
8/26/2016,656.71,0.0118
8/25/2016,649.06,-0.0029
8/24/2016,650.95,0.0000
8/23/2016,650.92,0.0053
8/22/2016,647.46,-0.0106
8/19/2016,654.42,0.0024
8/18/2016,652.87,0.0031
8/17/2016,650.82,0.0068
8/16/2016,646.44,0.0012
8/15/2016,645.66,0.0071
8/12/2016,641.11,-0.0062
8/11/2016,645.1,0.0193
8/10/2016,632.86,0.0184
8/9/2016,621.43,0.0110
8/8/2016,614.65,-0.0007
8/5/2016,615.06,-0.0038
8/4/2016,617.41,-0.0039
8/3/2016,619.8,-0.0054
8/2/2016,623.16,-0.0193
8/1/2016,635.41,-0.0059
7/29/2016,639.17,-0.0080
7/28/2016,644.33,0.0073
7/27/2016,639.63,0.0078
7/26/2016,634.68,0.0023
7/25/2016,633.21,-0.0018
7/22/2016,634.34,-0.0137
7/21/2016,643.16,-0.0031
7/20/2016,645.15,-0.0138
7/19/2016,654.17,-0.0123
7/18/2016,662.29,0.0132
7/15/2016,653.63,0.0038
7/14/2016,651.14,-0.0088
7/13/2016,656.89,0.0239
7/12/2016,641.58,0.0087
7/11/2016,636.02,-0.0117
7/8/2016,643.56,-0.0015
7/7/2016,644.52,0.0131
7/6/2016,636.18,-0.0001
7/5/2016,636.27,0.0043
7/4/2016,633.57,0.0115
7/1/2016,626.34,0.0073
6/30/2016,621.79,0.0006
6/29/2016,621.39,0.0115
6/28/2016,614.31,-0.0002
6/27/2016,614.42,0.0028
6/24/2016,612.69,-0.0220
6/23/2016,626.5,0.0037
6/22/2016,624.18,-0.0044
6/21/2016,626.97,0.0045
6/20/2016,624.19,0.0137
6/17/2016,615.75,-0.0109
6/16/2016,622.54,-0.0026
6/15/2016,624.19,-0.0019
6/14/2016,625.36,0.0058
6/13/2016,621.75,-0.0120
6/10/2016,629.27,-0.0022
6/9/2016,630.66,0.0009
6/8/2016,630.09,0.0097
6/7/2016,624.01,0.0083
6/6/2016,618.88,-0.0035
6/3/2016,621.05,-0.0002
6/2/2016,621.18,0.0029
6/1/2016,619.38,0.0030
5/31/2016,617.52,0.0013
5/30/2016,616.73,0.0094
5/27/2016,611,0.0063
5/26/2016,607.16,-0.0091
5/25/2016,612.74,-0.0031
5/24/2016,614.62,0.0003
5/23/2016,614.45,-0.0032
5/20/2016,616.4,-0.0076
5/19/2016,621.13,-0.0045
5/18/2016,623.92,0.0016
5/17/2016,622.93,0.0126
5/16/2016,615.17,0.0085
5/13/2016,609.97,-0.0034
5/12/2016,612.04,0.0001
5/11/2016,611.96,0.0122
5/10/2016,604.56,0.0005
5/9/2016,604.24,-0.0054
5/6/2016,607.55,0.0047
5/5/2016,604.69,0.0035
5/4/2016,602.57,0.0022
4/29/2016,601.25,0.0094
4/28/2016,595.63,-0.0030
4/27/2016,597.43,-0.0064
4/26/2016,601.27,0.0120
4/25/2016,594.16,-0.0020
4/22/2016,595.38,0.0217
4/21/2016,582.76,0.0129
4/20/2016,575.35,0.0005
4/19/2016,575.06,-0.0161
4/15/2016,584.47,-0.0030
4/14/2016,586.21,0.0027
4/13/2016,584.63,-0.0048
4/12/2016,587.47,0.0012
4/11/2016,586.78,0.0135
4/8/2016,578.97,-0.0005
4/7/2016,579.28,0.0050
4/6/2016,576.4,0.0105
4/5/2016,570.43,0.0083
4/4/2016,565.71,-0.0045
4/1/2016,568.27,-0.0060
3/31/2016,571.69,-0.0094
3/30/2016,577.11,0.0034
3/29/2016,575.16,-0.0124
3/28/2016,582.37,0.0071
3/25/2016,578.24,0.0016
3/24/2016,577.31,-0.0057
3/23/2016,580.6,0.0046
3/22/2016,577.97,-0.0034
3/21/2016,579.95,-0.0034
3/18/2016,581.95,-0.0077
3/17/2016,586.47,0.0046
3/16/2016,583.79,0.0013
3/15/2016,583.02,-0.0069
3/14/2016,587.09,0.0055
3/11/2016,583.89,0.0002
3/10/2016,583.77,0.0043
3/9/2016,581.25,-0.0022
3/8/2016,582.54,-0.0001
3/7/2016,582.6,0.0029
3/4/2016,580.94,0.0032
3/3/2016,579.11,-0.0001
3/2/2016,579.17,0.0108
3/1/2016,572.99,0.0041
2/29/2016,570.66,-0.0122
2/26/2016,577.71,0.0082
2/25/2016,573.02,-0.0101
2/24/2016,578.87,0.0089
2/23/2016,573.78,-0.0010
2/22/2016,574.37,0.0121
2/19/2016,567.51,0.0012
2/18/2016,566.85,0.0102
2/17/2016,561.1,-0.0022
2/16/2016,562.32,0.0056
2/15/2016,559.19,-0.0085
2/5/2016,563.97,0.0049
2/4/2016,561.22,0.0084
2/3/2016,556.53,0.0026
2/2/2016,555.09,-0.0052
2/1/2016,557.98,-0.0065
1/29/2016,561.61,0.0085
1/28/2016,556.86,-0.0038
1/27/2016,558.98,0.0080
1/26/2016,554.52,-0.0136
1/25/2016,562.19,0.0423
1/22/2016,539.37,0.0016
1/21/2016,538.53,-0.0105
1/20/2016,544.24,-0.0110
1/19/2016,550.29,0.0168
1/18/2016,541.18,-0.0262
1/15/2016,555.76,-0.0236
1/14/2016,569.17,-0.0163
1/13/2016,578.63,-0.0065
1/12/2016,582.39,0.0151
1/11/2016,573.72,-0.0039
1/8/2016,575.96,-0.0109
1/7/2016,582.3,-0.0130
1/6/2016,589.97,0.0109
1/5/2016,583.62,-0.0107
1/4/2016,589.91,-0.0095
12/31/2015,595.57,0.0013
12/30/2015,594.8,0.0091
12/29/2015,589.43,0.0108
12/28/2015,583.16,0.0066
12/25/2015,579.32,0.0045
12/24/2015,576.71,0.0022
12/23/2015,575.46,-0.0023
12/22/2015,576.8,-0.0016
12/21/2015,577.73,-0.0019
12/18/2015,578.85,-0.0130
12/17/2015,586.47,0.0043
12/16/2015,583.97,0.0029
12/15/2015,582.28,0.0049
12/14/2015,579.42,0.0024
12/11/2015,578.01,0.0096
12/10/2015,572.5,-0.0036
12/9/2015,574.54,-0.0176
12/8/2015,584.85,0.0165
12/7/2015,575.34,-0.0131
12/4/2015,582.96,-0.0039
12/3/2015,585.23,0.0022
12/2/2015,583.94,0.0084
12/1/2015,579.06,-0.0049
11/30/2015,581.94,-0.0146
11/27/2015,590.59,-0.0125
11/26/2015,598.04,-0.0077
11/25/2015,602.67,0.0041
11/24/2015,600.21,-0.0111
11/23/2015,606.93,-0.0069
11/20/2015,611.16,0.0035
11/19/2015,609.05,-0.0052
11/18/2015,612.25,-0.0035
11/17/2015,614.39,-0.0077
11/16/2015,619.14,-0.0051
11/13/2015,622.34,0.0129
11/12/2015,614.39,0.0027
11/11/2015,612.71,-0.0030
11/10/2015,614.56,-0.0079
11/9/2015,619.44,-0.0052
11/6/2015,622.67,-0.0049
11/5/2015,625.71,0.0070
11/4/2015,621.35,-0.0040
11/3/2015,623.85,0.0174
11/2/2015,613.19,-0.0097
10/30/2015,619.21,0.0019
10/29/2015,618.01,0.0137
10/28/2015,609.68,-0.0031
10/27/2015,611.57,-0.0010
10/26/2015,612.21,-0.0063
10/23/2015,616.07,0.0103
10/22/2015,609.78,0.0090
10/21/2015,604.34,-0.0020
10/20/2015,605.56,-0.0095
10/19/2015,611.37,0.0027
10/16/2015,609.73,0.0029
10/15/2015,607.95,0.0006
10/14/2015,607.57,0.0009
10/13/2015,607.03,-0.0041
10/12/2015,609.55,0.0065
10/9/2015,605.6,0.0011
10/8/2015,604.91,0.0108
10/7/2015,598.42,-0.0025
10/6/2015,599.92,0.0190
10/5/2015,588.73,0.0138
10/2/2015,580.74,-0.0027
10/1/2015,582.33,0.0035
9/30/2015,580.32,0.0023
9/29/2015,578.98,-0.0059
9/28/2015,582.42,-0.0097
9/25/2015,588.11,-0.0022
9/24/2015,589.42,-0.0031
9/23/2015,591.23,-0.0026
9/22/2015,592.78,0.0039
9/21/2015,590.46,0.0133
9/18/2015,582.73,0.0105
9/17/2015,576.68,-0.0002
9/16/2015,576.78,0.0092
9/15/2015,571.53,-0.0078
9/14/2015,576,-0.0125
9/11/2015,583.27,-0.0090
9/10/2015,588.54,0.0014
9/9/2015,587.69,0.0074
9/8/2015,583.35,0.0161
9/7/2015,574.09,-0.0081
9/4/2015,578.78,0.0056
9/3/2015,575.58,-0.0138
9/1/2015,583.61,-0.0045
8/31/2015,586.23,-0.0194
8/28/2015,597.81,0.0280
8/27/2015,581.51,0.0115
8/26/2015,574.88,0.0247
8/25/2015,561,0.0037
8/24/2015,558.92,-0.0492
8/21/2015,587.83,-0.0174
8/20/2015,598.22,-0.0176
8/19/2015,608.91,-0.0047
8/18/2015,611.8,0.0072
8/17/2015,607.44,-0.0186
8/14/2015,618.94,-0.0062
8/13/2015,622.83,-0.0159
8/12/2015,632.9,-0.0164
8/11/2015,643.42,-0.0101
8/10/2015,649.99,0.0182
8/7/2015,638.4,0.0077
8/6/2015,633.53,-0.0091
8/5/2015,639.33,0.0128
8/4/2015,631.27,-0.0089
8/3/2015,636.92,-0.0161
7/31/2015,647.36,-0.0067
7/30/2015,651.7,0.0008
7/29/2015,651.21,-0.0127
7/28/2015,659.6,-0.0091
7/27/2015,665.66,0.0117
7/24/2015,657.97,0.0034
7/23/2015,655.74,0.0010
7/22/2015,655.06,0.0212
7/21/2015,641.45,-0.0043
7/20/2015,644.19,-0.0105
7/17/2015,651.03,0.0030
7/16/2015,649.06,-0.0037
7/15/2015,651.45,-0.0104
7/14/2015,658.28,0.0092
7/13/2015,652.28,0.0055
7/10/2015,648.73,0.0033
7/9/2015,646.58,0.0014
7/8/2015,645.67,-0.0116
7/7/2015,653.27,0.0057
7/6/2015,649.54,0.0151
7/3/2015,639.87,0.0104
7/2/2015,633.28,0.0166
7/1/2015,622.91,0.0008
6/30/2015,622.43,0.0036
6/29/2015,620.22,0.0186
6/26/2015,608.92,-0.0009
6/25/2015,609.49,-0.0020
6/24/2015,610.73,-0.0060
6/23/2015,614.42,-0.0011
6/22/2015,615.1,0.0196
6/19/2015,603.26,0.0047
6/18/2015,600.45,0.0037
6/17/2015,598.25,-0.0044
6/16/2015,600.92,-0.0060
6/15/2015,604.53,0.0004
6/12/2015,604.29,0.0048
6/11/2015,601.4,0.0107
6/10/2015,595.06,0.0029
6/9/2015,593.36,-0.0019
6/8/2015,594.51,0.0039
6/5/2015,592.22,0.0081
6/4/2015,587.48,0.0032
6/3/2015,585.6,-0.0051
6/2/2015,588.63,-0.0084
6/1/2015,593.61,0.0073
5/29/2015,589.32,-0.0083
5/28/2015,594.27,0.0075
5/27/2015,589.82,-0.0022
5/26/2015,591.13,0.0047
5/25/2015,588.36,0.0030
5/22/2015,586.58,0.0137
5/21/2015,578.64,0.0110
5/20/2015,572.34,0.0286
5/19/2015,556.44,0.0064
5/18/2015,552.9,-0.0160
5/15/2015,561.87,-0.0141
5/14/2015,569.89,0.0011
5/13/2015,569.28,-0.0030
5/12/2015,571,-0.0145
5/11/2015,579.41,-0.0060
5/8/2015,582.91,0.0009
5/7/2015,582.4,0.0052
5/6/2015,579.39,-0.0104
5/5/2015,585.45,0.0155
5/4/2015,576.52,-0.0280
4/27/2015,593.15,-0.0049
4/24/2015,596.1,0.0057
4/23/2015,592.71,-0.0022
4/22/2015,594,0.0006
4/21/2015,593.67,-0.0036
4/20/2015,595.82,-0.0055
4/17/2015,599.12,0.0068
4/16/2015,595.09,0.0073
4/15/2015,590.78,0.0060
4/14/2015,587.24,-0.0043
4/13/2015,589.77,0.0110
4/10/2015,583.34,0.0086
4/9/2015,578.35,0.0042
4/8/2015,575.94,-0.0030
4/7/2015,577.69,0.0087
4/6/2015,572.71,-0.0086
4/3/2015,577.66,0.0027
4/2/2015,576.13,0.0117
4/1/2015,569.48,-0.0181
3/31/2015,579.97,0.0058
3/30/2015,576.6,-0.0110
3/27/2015,583.02,-0.0063
3/26/2015,586.7,-0.0059
3/25/2015,590.17,-0.0061
3/24/2015,593.8,-0.0071
3/23/2015,598.07,-0.0094
3/20/2015,603.76,0.0041
3/19/2015,601.31,-0.0097
3/18/2015,607.18,-0.0066
3/17/2015,611.24,0.0010
3/16/2015,610.63,-0.0102
3/13/2015,616.94,-0.0053
3/12/2015,620.24,0.0016
3/11/2015,619.27,-0.0029
3/10/2015,621.1,0.0004
3/9/2015,620.88,-0.0030
3/6/2015,622.75,-0.0040
3/5/2015,625.25,-0.0071
3/4/2015,629.69,0.0039
3/3/2015,627.27,0.0166
3/2/2015,617.05,-0.0022
2/27/2015,618.39,-0.0087
2/26/2015,623.84,0.0071
2/25/2015,619.44,-0.0076
2/24/2015,624.17,0.0113
2/13/2015,617.2,0.0063
2/12/2015,613.36,0.0099
2/11/2015,607.33,0.0198
2/10/2015,595.53,0.0013
2/9/2015,594.77,-0.0015
2/6/2015,595.69,0.0075
2/5/2015,591.28,0.0042
2/4/2015,588.83,0.0057
2/3/2015,585.47,-0.0217
2/2/2015,598.46,-0.0133
1/30/2015,606.54,-0.0120
1/29/2015,613.9,0.0006
1/28/2015,613.53,0.0058
1/27/2015,609.98,-0.0043
1/26/2015,612.64,-0.0041
1/23/2015,615.16,0.0079
1/22/2015,610.31,0.0062
