days,vnindex,vn30index,tbill
4/5/2009,336.6,340.99,8.4
29/4/2009,321.6,325.52,8.4
28/4/2009,315.7,318.11,8.4
27/4/2009,313.7,316.22,8.4
24/4/2009,309.9,312.08,8.4
23/4/2009,315.2,318,8.4
22/4/2009,321.9,325.02,8.4
21/4/2009,312.8,315.98,8.4
20/4/2009,318.9,323.58,8.4
17/4/2009,334.1,339.28,8.4
16/4/2009,343.9,351.12,8.4
15/4/2009,339.3,344.31,8.4
14/4/2009,347.1,350.3,8.4
13/4/2009,340.01,342.3,8.4
10/4/2009,325.1,326.97,8.4
9/4/2009,311.7,312.95,8.4
8/4/2009,313.8,314.82,8.4
7/4/2009,322.4,323.32,8.4
3/4/2009,310.3,310.82,8.6
2/4/2009,297.3,297.25,8.6
1/4/2009,289.5,287.44,8.6
31/3/2009,280.7,276.99,8.6
30/3/2009,282.38,280.36,8.6
27/3/2009,286.3,285.95,8.8
25/3/2009,277.6,274.67,8.8
23/3/2009,260.16,254.82,8.8
20/3/2009,266.62,261.39,8.8
19/3/2009,267.04,261.42,8.8
